"species_code","subcategory"
"99900","None"
"99902","None"
"99904","None"
"99987","None"
"99990","None"
"99992","None"
"99993","None"
"99994","None"
"99997","None"
"99998","None"
"99999","None"
"213759","None"
"400610","None"
"998877","None"
"999991","None"
"999992","None"
"999993","None"
"999994","None"
"999995","None"
"999996","None"
"999997","None"
"999998","None"
"999999","None"
